target_id	source_id	label
20811	27826	1
20811	45731	0
20825	6766	1
20825	34235	0
20834	31131	1
20834	5024	0
20835	28142	1
20835	31821	0
20837	29436	1
20837	31941	0
20841	40314	1
20841	40433	0
20847	28150	1
20847	14080	0
20861	25502	1
20861	28131	0
20869	7312	1
20869	4871	0
20870	28158	1
20870	45752	0
20871	28062	1
20871	31984	0
20882	28893	1
20882	11892	0
20883	38060	1
20883	40439	0
20885	14962	1
20885	3239	0
20886	25309	1
20886	4974	0
20891	4786	1
20891	34114	0
20892	25411	1
20892	33207	0
20894	28167	1
20894	5015	0
20897	28850	1
20897	25952	0
20899	6530	1
20899	32823	0
20911	6368	1
20911	14335	0
20912	28079	1
20912	6813	0
20913	25414	1
20913	7131	0
20914	27589	1
20914	30518	0
20915	28172	1
20915	34266	0
20916	28043	1
20916	28165	0
20917	28075	1
20917	40609	0
20919	28084	1
20919	14844	0
20920	6598	1
20920	45768	0
20923	28054	1
20923	30123	0
20926	25508	1
20926	29156	0
20933	30514	1
20933	14452	0
20934	7230	1
20934	4996	0
20935	28188	1
20935	40410	0
20936	37825	1
20936	30666	0
20938	38025	1
20938	42021	0
20939	25754	1
20939	40003	0
20940	39356	1
20940	6665	0
20944	30514	1
20944	32065	0
20945	30037	1
20945	28275	0
20947	6504	1
20947	45718	0
20949	32761	1
20949	28379	0
20951	28942	1
20951	39829	0
20953	28190	1
20953	7326	0
20954	28091	1
20954	32018	0
20960	28061	1
20960	28952	0
20961	28061	1
20961	34237	0
21007	28042	1
21007	30125	0
21010	28078	1
21010	6076	0
21013	28082	1
21013	34179	0
21014	7305	1
21014	41813	0
21016	28180	1
21016	30046	0
21017	28153	1
21017	30067	0
21018	27716	1
21018	28856	0
21023	25508	1
21023	12038	0
21025	25508	1
21025	14313	0
21028	31040	1
21028	13954	0
21029	30200	1
21029	30869	0
21032	30792	1
21032	14051	0
21040	33228	1
21040	28534	0
21041	28621	1
21041	4448	0
21042	6659	1
21042	38378	0
21337	30752	1
21337	6781	0
21344	30526	1
21344	36812	0
21346	30524	1
21346	7229	0
21354	32619	1
21354	30904	0
21400	38108	1
21400	45786	0
21401	3936	1
21401	11886	0
21402	28151	1
21402	30728	0
21404	25515	1
21404	13935	0
21406	25749	1
21406	37973	0
21424	30738	1
21424	32841	0
21425	30741	1
21425	32786	0
21437	30529	1
21437	30242	0
21439	30519	1
21439	6147	0
21451	6408	1
21451	37112	0
21511	45786	1
21511	14358	0
21512	45745	1
21512	25949	0
21529	38402	1
21529	1805	0
21532	38136	1
21532	37833	0
21571	41902	1
21571	15048	0
21573	38133	1
21573	14493	0
21574	45727	1
21574	4804	0
21575	45639	1
21575	33249	0
21601	45822	1
21601	30014	0
21617	40061	1
21617	37957	0
21618	45759	1
21618	32064	0
21619	45715	1
21619	29137	0
21620	38152	1
21620	30869	0
21648	38326	1
21648	3402	0
21703	38147	1
21703	14723	0
21704	38151	1
21704	29629	0
21804	45643	1
21804	21568	0
21806	45730	1
21806	7230	0
21904	45615	1
21904	30327	0
21905	45699	1
21905	6207	0
21908	45614	1
21908	31946	0
21909	45716	1
21909	30819	0
21913	45771	1
21913	21405	0
21914	40717	1
21914	3150	0
21917	38133	1
21917	33721	0
21918	40628	1
21918	45725	0
21919	40628	1
21919	4738	0
21920	45776	1
21920	30067	0
21921	45778	1
21921	28351	0
21922	45712	1
21922	31439	0
21923	38135	1
21923	31854	0
21925	45646	1
21925	28263	0
21926	38149	1
21926	33236	0
21927	38083	1
21927	14335	0
21931	38111	1
21931	14037	0
21932	38116	1
21932	33842	0
22005	39848	1
22005	32064	0
22008	38201	1
22008	30703	0
22009	42025	1
22009	38182	0
22010	38117	1
22010	5815	0
22015	45683	1
22015	14279	0
22016	45769	1
22016	38029	0
22018	38353	1
22018	22401	0
22020	45678	1
22020	40637	0
22024	45677	1
22024	4295	0
22025	40739	1
22025	31297	0
22027	45781	1
22027	29350	0
22028	38135	1
22028	30937	0
22029	40120	1
22029	15021	0
22030	38147	1
22030	38339	0
22031	38150	1
22031	1313	0
22033	40732	1
22033	28935	0
22039	45707	1
22039	33322	0
22102	45620	1
22102	6365	0
22106	38122	1
22106	25754	0
22107	45714	1
22107	14154	0
22108	38202	1
22108	36633	0
22109	45626	1
22109	4415	0
22110	45678	1
22110	15010	0
22111	45634	1
22111	4411	0
22115	45630	1
22115	30834	0
22116	41218	1
22116	30757	0
22122	38149	1
22122	1813	0
22123	38149	1
22123	20651	0
22202	45723	1
22202	28682	0
22203	45685	1
22203	14149	0
22204	45680	1
22204	40610	0
22205	45679	1
22205	38720	0
22210	38122	1
22210	38018	0
22220	45706	1
22220	27926	0
22224	45646	1
22224	21552	0
22303	45758	1
22303	33882	0
22304	45625	1
22304	28030	0
22306	41307	1
22306	37866	0
22307	45710	1
22307	38386	0
22402	45624	1
22402	38090	0
22405	40130	1
22405	6136	0
22406	45678	1
22406	7120	0
22408	38114	1
22408	45833	0
22605	45808	1
22605	3907	0
22606	45804	1
22606	33930	0
22607	38178	1
22607	28298	0
22608	38166	1
22608	40760	0
22611	45737	1
22611	4876	0
22612	38170	1
22612	7229	0
22704	45802	1
22704	21315	0
22710	45680	1
22710	3909	0
22715	40645	1
22715	3555	0
22716	45745	1
22716	38149	0
22802	45757	1
22802	40654	0
22803	38149	1
22803	2503	0
22901	45745	1
22901	6781	0
23816	45637	1
23816	40011	0
23817	45638	1
23817	6542	0
23820	39840	1
23820	39358	0
23823	45675	1
23823	14766	0
23825	45762	1
23825	21384	0
23826	38115	1
23826	28082	0
23828	42009	1
23828	27180	0
23829	42032	1
23829	37897	0
23906	38297	1
23906	3909	0
23911	45616	1
23911	31881	0
23913	45770	1
23913	36905	0
23916	38130	1
23916	27215	0
24038	4654	1
24038	4717	0
24040	45636	1
24040	14326	0
24041	45637	1
24041	30620	0
24043	38135	1
24043	36762	0
24045	40661	1
24045	38192	0
24121	29523	1
24121	38178	0
24125	45678	1
24125	37844	0
24132	38129	1
24132	34408	0
24133	42009	1
24133	15045	0
24134	45785	1
24134	32712	0
24302	40605	1
24302	42048	0
24413	45674	1
24413	30636	0
24420	25522	1
24420	2405	0
24508	33810	1
24508	30039	0
24510	28043	1
24510	14814	0
24514	14433	1
24514	4769	0
24601	30640	1
24601	28195	0
24602	32690	1
24602	6734	0
24703	28188	1
24703	37977	0
24807	4380	1
24807	28039	0
24808	36636	1
24808	36614	0
24817	4432	1
24817	45742	0
24823	12309	1
24823	45762	0
24909	3249	1
24909	28516	0
24910	4433	1
24910	34301	0
25101	40704	1
25101	34288	0
25103	38096	1
25103	2114	0
25105	33831	1
25105	40526	0
25106	34266	1
25106	4876	0
25107	39238	1
25107	3923	0
25108	33757	1
25108	27023	0
25109	29175	1
25109	36905	0
25113	22026	1
25113	14111	0
25118	14753	1
25118	28502	0
25120	33833	1
25120	4851	0
25203	38093	1
25203	30987	0
25206	38082	1
25206	30619	0
25208	31153	1
25208	28238	0
25211	29436	1
25211	25924	0
25212	31903	1
25212	36810	0
25214	40040	1
25214	14927	0
25215	30112	1
25215	31435	0
25216	12031	1
25216	14089	0
25218	45720	1
25218	34238	0
25220	6483	1
25220	4600	0
25221	30701	1
25221	5170	0
25222	29160	1
25222	45902	0
25223	15043	1
25223	30773	0
25538	39232	1
25538	30304	0
25539	45754	1
25539	26019	0
25546	45833	1
25546	36738	0
25558	28502	1
25558	4865	0
25559	28425	1
25559	38042	0
25563	33896	1
25563	6660	0
25570	45735	1
25570	29624	0
25571	45743	1
25571	28983	0
25628	45757	1
25628	5826	0
25629	38277	1
25629	6936	0
25633	38246	1
25633	4576	0
25635	38171	1
25635	25311	0
25650	3150	1
25650	30718	0
25654	45660	1
25654	31707	0
25656	28892	1
25656	6894	0
25658	40634	1
25658	5709	0
25714	38248	1
25714	22722	0
25759	28457	1
25759	36803	0
25801	41308	1
25801	28052	0
25819	45662	1
25819	30624	0
25855	28246	1
25855	38419	0
25857	37756	1
25857	31862	0
25903	40746	1
25903	37896	0
25906	38208	1
25906	3241	0
25907	45668	1
25907	41222	0
25909	38242	1
25909	5818	0
25912	42045	1
25912	37896	0
25913	38245	1
25913	30174	0
25917	45655	1
25917	33942	0
25927	6628	1
25927	30082	0
25928	42040	1
25928	29503	0
25932	28941	1
25932	6097	0
26002	38169	1
26002	14063	0
26011	40651	1
26011	25416	0
26016	38224	1
26016	31227	0
26017	30641	1
26017	40058	0
26018	38280	1
26018	40741	0
26023	38243	1
26023	28087	0
26024	38292	1
26024	31221	0
26025	38236	1
26025	40211	0
26027	38163	1
26027	14916	0
26035	31818	1
26035	28345	0
26209	28126	1
26209	33330	0
27499	40747	1
27499	34191	0
27500	40635	1
27500	28534	0
27583	41304	1
27583	11894	0
28122	36235	1
28122	14850	0
28261	40702	1
28261	30886	0
28262	45642	1
28262	45662	0
28281	40630	1
28281	14733	0
28352	42038	1
28352	14252	0
28371	27824	1
28371	40504	0
28389	45639	1
28389	33126	0
28390	40608	1
28390	6687	0
28391	40609	1
28391	26602	0
28395	40610	1
28395	7108	0
28412	40612	1
28412	27242	0
28455	32111	1
28455	25507	0
28518	25415	1
28518	30774	0
28538	40739	1
28538	21626	0
28539	41953	1
28539	33352	0
28540	40741	1
28540	40156	0
28542	36660	1
28542	7058	0
28544	40634	1
28544	33126	0
28546	40636	1
28546	5920	0
28552	40721	1
28552	37989	0
28555	40723	1
28555	1017	0
28558	40724	1
28558	28535	0
28567	40761	1
28567	45804	0
28569	38246	1
28569	33437	0
28570	40643	1
28570	30121	0
28573	45755	1
28573	4312	0
28576	45825	1
28576	41210	0
28577	38294	1
28577	37885	0
28582	45901	1
28582	38402	0
28586	40652	1
28586	32920	0
28589	38090	1
28589	6308	0
28591	40606	1
28591	25204	0
28593	40025	1
28593	37601	0
28594	38147	1
28594	6795	0
28595	40750	1
28595	26150	0
28598	40751	1
28598	14717	0
28599	40752	1
28599	13934	0
28601	40754	1
28601	25822	0
28699	14230	1
28699	30153	0
28702	38149	1
28702	14845	0
28705	40631	1
28705	41933	0
28707	40632	1
28707	36737	0
28708	41959	1
28708	40754	0
28733	40670	1
28733	45617	0
28736	40676	1
28736	28436	0
28770	3148	1
28770	7165	0
28775	6024	1
28775	14733	0
28806	39838	1
28806	6207	0
28811	41929	1
28811	4693	0
28819	40678	1
28819	6147	0
28820	41934	1
28820	13951	0
28868	29352	1
28868	6648	0
28883	25611	1
28883	38765	0
28884	7054	1
28884	6936	0
28885	27589	1
28885	39356	0
28886	25415	1
28886	32769	0
28890	26803	1
28890	31897	0
28905	45752	1
28905	4827	0
28912	41936	1
28912	30829	0
28960	40685	1
28960	32954	0
28970	27855	1
28970	39840	0
29062	38067	1
29062	14381	0
29075	40655	1
29075	11758	0
29079	38100	1
29079	33444	0
29081	40614	1
29081	14154	0
29082	40665	1
29082	14164	0
29084	40740	1
29084	9109	0
29085	45778	1
29085	42303	0
29087	38090	1
29087	8446	0
29089	40653	1
29089	30078	0
29092	40621	1
29092	14955	0
29094	40623	1
29094	45735	0
29098	45633	1
29098	40005	0
29138	26219	1
29138	3528	0
29153	39167	1
29153	29133	0
29176	45697	1
29176	41907	0
29177	40609	1
29177	1306	0
29178	40663	1
29178	37712	0
29179	42024	1
29179	12084	0
29180	42027	1
29180	27215	0
29181	38149	1
29181	33437	0
29182	41951	1
29182	7229	0
29183	40708	1
29183	27610	0
29184	40709	1
29184	4881	0
29185	45794	1
29185	4399	0
29186	40606	1
29186	14227	0
29188	40615	1
29188	43612	0
29190	41907	1
29190	45696	0
29192	38118	1
29192	26037	0
29194	40742	1
29194	14356	0
29195	45782	1
29195	28180	0
29197	38128	1
29197	11786	0
29412	40501	1
29412	5091	0
29429	31221	1
29429	4444	0
29502	30696	1
29502	14240	0
29601	30709	1
29601	4492	0
29602	30620	1
29602	3906	0
29603	37709	1
29603	29982	0
29672	37103	1
29672	38665	0
30063	38246	1
30063	29639	0
30073	45667	1
30073	45771	0
30094	42023	1
30094	33019	0
30096	40614	1
30096	28037	0
30133	41933	1
30133	36237	0
30136	40679	1
30136	26146	0
30142	40681	1
30142	29136	0
30201	42007	1
30201	28033	0
30204	40741	1
30204	30720	0
30205	45687	1
30205	40651	0
30206	38149	1
30206	7015	0
30293	38099	1
30293	5028	0
30296	42002	1
30296	32169	0
30370	40617	1
30370	7210	0
30371	41908	1
30371	4882	0
30375	40654	1
30375	3825	0
30376	45782	1
30376	25749	0
30377	41950	1
30377	28383	0
30396	40620	1
30396	33827	0
30397	42034	1
30397	14240	0
30403	40626	1
30403	25745	0
30408	40632	1
30408	28096	0
30638	37009	1
30638	32905	0
30764	39050	1
30764	39848	0
30769	38610	1
30769	42017	0
30815	40511	1
30815	11985	0
30889	6970	1
30889	6902	0
30900	40408	1
30900	31012	0
30959	38608	1
30959	28074	0
30965	38311	1
30965	32901	0
30973	38316	1
30973	4888	0
30975	38282	1
30975	30916	0
30985	38231	1
30985	5843	0
30986	38233	1
30986	30892	0
30990	40405	1
30990	7046	0
30992	45628	1
30992	14152	0
31000	38091	1
31000	14035	0
31003	45709	1
31003	14359	0
31004	38108	1
31004	14356	0
31005	45614	1
31005	34291	0
31006	40454	1
31006	3466	0
31007	45677	1
31007	32064	0
31010	40410	1
31010	36652	0
31011	40026	1
31011	6103	0
31013	38335	1
31013	25956	0
31015	38724	1
31015	33974	0
31019	40504	1
31019	28237	0
31020	38611	1
31020	6025	0
31021	38011	1
31021	33900	0
31026	38612	1
31026	31941	0
31034	45743	1
31034	25731	0
31037	40750	1
31037	21901	0
31101	40505	1
31101	30602	0
31102	38380	1
31102	14718	0
31109	40419	1
31109	30308	0
31110	38714	1
31110	36704	0
31117	40127	1
31117	30283	0
31125	38626	1
31125	40401	0
31132	38414	1
31132	30238	0
31142	5702	1
31142	45719	0
31170	38636	1
31170	40657	0
31180	38094	1
31180	11854	0
31187	41811	1
31187	38397	0
31190	40747	1
31190	6025	0
31191	7012	1
31191	4645	0
31192	41814	1
31192	30077	0
31199	42017	1
31199	2516	0
31201	38246	1
31201	32997	0
31202	38617	1
31202	37908	0
31203	40514	1
31203	7131	0
31204	40454	1
31204	14171	0
31206	38355	1
31206	27564	0
31209	38707	1
31209	4266	0
31224	38377	1
31224	6421	0
31239	38711	1
31239	43607	0
31243	38610	1
31243	34405	0
31251	40502	1
31251	42303	0
31252	41925	1
31252	21645	0
31256	38727	1
31256	14313	0
31258	11758	1
31258	38380	0
31263	40416	1
31263	14452	0
31292	45797	1
31292	26137	0
31295	40753	1
31295	41307	0
31305	41963	1
31305	6255	0
31306	40750	1
31306	28084	0
31316	41925	1
31316	1749	0
31331	40150	1
31331	27101	0
31336	38389	1
31336	28517	0
31337	39953	1
31337	7022	0
31339	38238	1
31339	14279	0
31342	38638	1
31342	30619	0
31355	39841	1
31355	26418	0
31356	38418	1
31356	45740	0
31357	40511	1
31357	41112	0
31358	11789	1
31358	43625	0
31359	4019	1
31359	14291	0
31364	25622	1
31364	33227	0
31365	38147	1
31365	28238	0
31366	38088	1
31366	32923	0
31368	37009	1
31368	33128	0
31369	38384	1
31369	6888	0
31371	45709	1
31371	31983	0
31374	38409	1
31374	40755	0
31376	38347	1
31376	28241	0
31378	37105	1
31378	40032	0
31379	38282	1
31379	14177	0
31382	38285	1
31382	4724	0
31384	38286	1
31384	26244	0
31385	38244	1
31385	32818	0
31386	38377	1
31386	26147	0
31388	40643	1
31388	28138	0
31391	38295	1
31391	39358	0
31394	38166	1
31394	29347	0
31396	45664	1
31396	14733	0
31397	38278	1
31397	31911	0
31398	39820	1
31398	38211	0
31402	40510	1
31402	7153	0
31404	41963	1
31404	27109	0
31407	40425	1
31407	30841	0
31408	45804	1
31408	7021	0
31411	45662	1
31411	6740	0
31415	45656	1
31415	14218	0
31428	38340	1
31428	38032	0
31429	38341	1
31429	1308	0
31442	38355	1
31442	30177	0
31447	38617	1
31447	7202	0
31451	38011	1
31451	14862	0
31455	40516	1
31455	45782	0
31456	40513	1
31456	6778	0
31457	40427	1
31457	25948	0
31459	38147	1
31459	28722	0
31461	37009	1
31461	28134	0
31463	40519	1
31463	7128	0
31466	38313	1
31466	4639	0
31468	38314	1
31468	29335	0
31472	38239	1
31472	27185	0
31474	38283	1
31474	25924	0
31477	45756	1
31477	7126	0
31482	38279	1
31482	6541	0
31483	45660	1
31483	4607	0
31485	38623	1
31485	6738	0
31486	42040	1
31486	28945	0
31489	40063	1
31489	37769	0
31490	38419	1
31490	32768	0
31502	38226	1
31502	25943	0
31505	42038	1
31505	4805	0
31507	45821	1
31507	41908	0
31616	40419	1
31616	1314	0
31822	38377	1
31822	4513	0
31825	39116	1
31825	45735	0
31847	25531	1
31847	1734	0
31859	40440	1
31859	38307	0
31883	39013	1
31883	45821	0
31886	37855	1
31886	30275	0
31889	39020	1
31889	37714	0
31951	38246	1
31951	26802	0
31952	38423	1
31952	4865	0
31978	6721	1
31978	27855	0
32006	38184	1
32006	25833	0
32011	39032	1
32011	6103	0
32012	15020	1
32012	32822	0
32014	39148	1
32014	6066	0
32026	6625	1
32026	31280	0
32030	31812	1
32030	4788	0
32045	33810	1
32045	7020	0
32049	28907	1
32049	34133	0
32055	38226	1
32055	4455	0
32058	38637	1
32058	11758	0
32060	38388	1
32060	13966	0
32101	33810	1
32101	31632	0
32102	33810	1
32102	31041	0
32103	37930	1
32103	32066	0
32118	39013	1
32118	32954	0
32125	39301	1
32125	38636	0
32128	28844	1
32128	21413	0
32132	39348	1
32132	30817	0
32135	30957	1
32135	5188	0
32136	39612	1
32136	39119	0
32139	30773	1
32139	28046	0
32140	39027	1
32140	14071	0
32146	38426	1
32146	39169	0
32147	39950	1
32147	22023	0
32149	38397	1
32149	4121	0
32154	38356	1
32154	31137	0
32155	38386	1
32155	39608	0
32156	38363	1
32156	6557	0
32157	38395	1
32157	25604	0
32202	39845	1
32202	33848	0
32301	39820	1
32301	4114	0
32311	37106	1
32311	4560	0
32627	30299	1
32627	14302	0
32784	40420	1
32784	6300	0
32796	40711	1
32796	4881	0
32810	45638	1
32810	11789	0
32845	6780	1
32845	27185	0
32875	7301	1
32875	14429	0
32876	40515	1
32876	5139	0
32881	40515	1
32881	5110	0
32882	6765	1
32882	45202	0
32884	6682	1
32884	4952	0
32929	40426	1
32929	3555	0
32940	40503	1
32940	38144	0
32973	40439	1
32973	37813	0
33018	38615	1
33018	4389	0
33020	38720	1
33020	31609	0
33032	38627	1
33032	27825	0
33109	38712	1
33109	30877	0
33113	38719	1
33113	43502	0
33255	38424	1
33255	36704	0
33268	38333	1
33268	20962	0
33277	4483	1
33277	6207	0
33280	30572	1
33280	14111	0
33281	4483	1
33281	14320	0
33282	30618	1
33282	29572	0
33283	30962	1
33283	30155	0
33285	14051	1
33285	33322	0
33286	4495	1
33286	31997	0
33287	30611	1
33287	38610	0
33288	30698	1
33288	13955	0
33290	4587	1
33290	37801	0
33293	30715	1
33293	30537	0
33295	30747	1
33295	6542	0
33297	30767	1
33297	28445	0
33389	29160	1
33389	32207	0
33392	30697	1
33392	33896	0
33397	4607	1
33397	37884	0
33399	30759	1
33399	29629	0
33402	4597	1
33402	31868	0
33407	30787	1
33407	37904	0
33507	38042	1
33507	39355	0
33508	30155	1
33508	6698	0
33608	30814	1
33608	27340	0
33624	30925	1
33624	45674	0
33657	31601	1
33657	3906	0
33659	4734	1
33659	39001	0
33664	14051	1
33664	31968	0
33714	38198	1
33714	32866	0
33717	30918	1
33717	36638	0
33718	36649	1
33718	38226	0
33719	30907	1
33719	26258	0
33748	3510	1
33748	27855	0
33750	31280	1
33750	45764	0
33751	3415	1
33751	30252	0
33753	31182	1
33753	28062	0
33761	31630	1
33761	41933	0
34185	38767	1
34185	14412	0
34285	38765	1
34285	39016	0
36631	45742	1
36631	33128	0
36654	38168	1
36654	38632	0
36655	38331	1
36655	36812	0
36656	40134	1
36656	33927	0
36657	38211	1
36657	3466	0
36658	38207	1
36658	32782	0
36727	38145	1
36727	6515	0
36728	38144	1
36728	28195	0
36747	38088	1
36747	33755	0
36753	45735	1
36753	28709	0
3903	26707	1
3903	42308	0
4087	14250	1
4087	34291	0
42901	30617	1
42901	42031	0
43702	28870	1
43702	29072	0
43704	6688	1
43704	33815	0
43705	28956	1
43705	4339	0
43706	6768	1
43706	31042	0
43707	6770	1
43707	30382	0
43710	30501	1
43710	38761	0
43711	14969	1
43711	25527	0
43713	6628	1
43713	4114	0
43716	28299	1
43716	33437	0
43717	31810	1
43717	38224	0
43718	31921	1
43718	37931	0
43719	39203	1
43719	32064	0
43720	31810	1
43720	26130	0
43722	31610	1
43722	6723	0
43723	31812	1
43723	3511	0
43725	13963	1
43725	38149	0
43802	14044	1
43802	28829	0
43803	30619	1
43803	3549	0
43804	30641	1
43804	4943	0
43810	28756	1
43810	39303	0
43812	6446	1
43812	30031	0
43813	33265	1
43813	45710	0
43817	6763	1
43817	39842	0
43818	6762	1
43818	32834	0
43820	28617	1
43820	5929	0
43822	40105	1
43822	28535	0
43823	28709	1
43823	33216	0
43825	39022	1
43825	6682	0
43826	6502	1
43826	29907	0
43827	33810	1
43827	43625	0
43831	4654	1
43831	40052	0
43834	38183	1
43834	30590	0
43835	38184	1
43835	28894	0
43837	13967	1
43837	14451	0
43838	28011	1
43838	6579	0
43839	4208	1
43839	30584	0
43840	31810	1
43840	30082	0
43841	33229	1
43841	31233	0
43842	6625	1
43842	26801	0
43843	30590	1
43843	37717	0
43844	29523	1
43844	40630	0
43846	4489	1
43846	14284	0
43847	36637	1
43847	14284	0
43851	21423	1
43851	4923	0
45104	4377	1
45104	33019	0
45105	11985	1
45105	4888	0
45108	31031	1
45108	4524	0
45109	30279	1
45109	38238	0
45110	4380	1
45110	30318	0
45111	36636	1
45111	33834	0
45113	12016	1
45113	11788	0
45118	4748	1
45118	12003	0
45120	41308	1
45120	39052	0
45122	43507	1
45122	14296	0
45126	30150	1
45126	7150	0
45127	33931	1
45127	38416	0
45128	13930	1
45128	5931	0
45129	33834	1
45129	45733	0
45132	4786	1
45132	6646	0
45134	6557	1
45134	42301	0
45136	29436	1
45136	4656	0
45137	40314	1
45137	30398	0
45139	29436	1
45139	27925	0
45140	31903	1
45140	5168	0
45143	33375	1
45143	33271	0
45144	34001	1
45144	32818	0
45146	29160	1
45146	27496	0
45147	14753	1
45147	39169	0
45148	30701	1
45148	33414	0
45149	14350	1
45149	28071	0
45151	28502	1
45151	38136	0
45152	28425	1
45152	3411	0
45153	28978	1
45153	38308	0
45154	28978	1
45154	37984	0
45155	28893	1
45155	30771	0
45159	28892	1
45159	40125	0
45160	2514	1
45160	34004	0
45162	6902	1
45162	29162	0
45163	30675	1
45163	37764	0
45164	33903	1
45164	4466	0
45166	34266	1
45166	6784	0
45173	6814	1
45173	30896	0
45178	14025	1
45178	3536	0
45179	33321	1
45179	41813	0
45181	32619	1
45181	38363	0
45183	31153	1
45183	28896	0
45185	21576	1
45185	4717	0
45186	21315	1
45186	30606	0
45189	34318	1
45189	14961	0
45190	30792	1
45190	40429	0
45194	28956	1
45194	45635	0
45195	28956	1
45195	14241	0
45197	30514	1
45197	4843	0
45198	30513	1
45198	6034	0
45199	29345	1
45199	31351	0
45203	30773	1
45203	2320	0
45205	30078	1
45205	33128	0
45217	33833	1
45217	27562	0
45219	27826	1
45219	9925	0
45220	6791	1
45220	30529	0
45221	27824	1
45221	32969	0
45222	21528	1
45222	6286	0
45223	6483	1
45223	37959	0
45225	15043	1
45225	7034	0
45230	12317	1
45230	6729	0
45236	30109	1
45236	3249	0
45238	14705	1
45238	31707	0
45240	28246	1
45240	33296	0
45241	31131	1
45241	33357	0
45243	30112	1
45243	28529	0
45244	6766	1
45244	29156	0
45246	30112	1
45246	27824	0
45247	12031	1
45247	36737	0
45249	14030	1
45249	6498	0
45251	3150	1
45251	14306	0
45252	33896	1
45252	30550	0
45259	21626	1
45259	40615	0
45260	14962	1
45260	14470	0
45266	29175	1
45266	28508	0
45267	3249	1
45267	27591	0
45269	31040	1
45269	14073	0
45271	4432	1
45271	42040	0
45272	3249	1
45272	13927	0
45273	4433	1
45273	4450	0
45274	32868	1
45274	6894	0
45277	14433	1
45277	30832	0
45278	30640	1
45278	29050	0
45279	30792	1
45279	32018	0
45281	33228	1
45281	6899	0
45282	28621	1
45282	14738	0
45285	6504	1
45285	30271	0
45287	6408	1
45287	4611	0
45289	31934	1
45289	11931	0
45290	28246	1
45290	33976	0
45301	32761	1
45301	3160	0
45302	13940	1
45302	21315	0
45304	28276	1
45304	28095	0
45307	6598	1
45307	32987	0
45308	28942	1
45308	30916	0
45311	36768	1
45311	14946	0
45312	6659	1
45312	25604	0
45313	28945	1
45313	38411	0
45315	20873	1
45315	40651	0
45316	15074	1
45316	32923	0
46220	30775	1
46220	5903	0
46222	20508	1
46222	33236	0
46225	32716	1
46225	28090	0
5924	5619	1
5924	30800	0
7910	4208	1
7910	33022	0
7911	29154	1
7911	29435	0
8001	33296	1
8001	13953	0
8002	33410	1
8002	27139	0
8101	33406	1
8101	27108	0
8114	29051	1
8114	14216	0
8115	29144	1
8115	6738	0
8119	33381	1
8119	21552	0
8122	28857	1
8122	28405	0
8123	33359	1
8123	31350	0
8124	26703	1
8124	4389	0
8125	26425	1
8125	25308	0
8126	26705	1
8126	33534	0
8128	6716	1
8128	5026	0
8201	28891	1
8201	33351	0
8215	4314	1
8215	40507	0
8225	31031	1
8225	36809	0
8226	32239	1
8226	25807	0
8301	38054	1
8301	4008	0
8302	30252	1
8302	31720	0
8303	32711	1
8303	28934	0
8304	30350	1
8304	14429	0
8306	25736	1
8306	30144	0
8308	25737	1
8308	30904	0
8309	25508	1
8309	28384	0
8310	25737	1
8310	14723	0
8313	37812	1
8313	12016	0
8314	4645	1
8314	40617	0
8315	7138	1
8315	32866	0
8317	37202	1
8317	6876	0
8322	4313	1
8322	28946	0
8323	28271	1
8323	37703	0
8324	29163	1
8324	4859	0
8328	32850	1
8328	36660	0
8330	30664	1
8330	41212	0
8331	29142	1
8331	25849	0
8333	14222	1
8333	28263	0
8337	29063	1
8337	27606	0
8339	27606	1
8339	14705	0
8342	29063	1
8342	3756	0
8345	29139	1
8345	27848	0
8348	28802	1
8348	30708	0
8349	28144	1
8349	38759	0
8353	2505	1
8353	28224	0
8355	26019	1
8355	37896	0
8356	33369	1
8356	34166	0
8359	25948	1
8359	4375	0
8360	26301	1
8360	31718	0
8363	2106	1
8363	25832	0
8366	5923	1
8366	14947	0
8367	32953	1
8367	28434	0
8368	32871	1
8368	30347	0
8369	25608	1
8369	33882	0
8370	37759	1
8370	4546	0
8371	33296	1
8371	3402	0
8372	25740	1
8372	40309	0
8373	6450	1
8373	39953	0
8374	32869	1
8374	32841	0
8377	6153	1
8377	4851	0
8379	6089	1
8379	32610	0
8382	25847	1
8382	14916	0
8383	25748	1
8383	5845	0
8389	13953	1
8389	45780	0
8390	29624	1
8390	39836	0
8392	3405	1
8392	39048	0
8394	4223	1
8394	4539	0
8396	3943	1
8396	29340	0
8401	4531	1
8401	33908	0
8402	4543	1
8402	28434	0
8404	30573	1
8404	14209	0
8405	30775	1
8405	4425	0
8407	12080	1
8407	11907	0
8408	27496	1
8408	40627	0
8409	25837	1
8409	11799	0
8413	28271	1
8413	40750	0
8414	14433	1
8414	31876	0
8416	29031	1
8416	4739	0
8417	32021	1
8417	30021	0
8418	29029	1
8418	32769	0
8419	37712	1
8419	6119	0
8420	32851	1
8420	30728	0
8422	30569	1
8422	26147	0
8423	30569	1
8423	21490	0
8426	25502	1
8426	14341	0
8430	14265	1
8430	28934	0
8431	29404	1
8431	32687	0
8432	29408	1
8432	30787	0
8436	14265	1
8436	1013	0
8438	25921	1
8438	33803	0
8439	33817	1
8439	33754	0
8440	14142	1
8440	41945	0
8442	26020	1
8442	37839	0
8443	25506	1
8443	15042	0
