TARGET_CURRICULUM	TARGET	TARGET_ID	TARGET_PATH	TARGET_GRADEID	SOURCE	SOURCE_ID	SOURCE_PATH	SOURCE_GRADEID	SOURCE_CURRICULUM
CBSE	Properties of Integers (Commutative, Associative, Distributive)	20532	CBSE>Class 7>Mathematics>1 Number System>Integers	1571	Properties of Integers (Commutative, Associative, Distributive)	28126	ICSE>Class 7>Mathematics>Number System>Operations on Integers	18608	ICSE
CBSE	Properties of Integers (Commutative, Associative, Distributive)	20532	CBSE>Class 7>Mathematics>1 Number System>Integers	1571	Properties of numbers  (commutative,  associative, distributive,  additive identity,  multiplicative identity).	24813	ICSE>Class 6>Mathematics>Number System>Natural Numbers and Whole Numbers	18703	ICSE
CBSE	  Fractions on a Number Line	20533	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Decimal Fractions	28040	ICSE>Class 7>Mathematics>Number System>Fractions	18608	ICSE
CBSE	  Fractions on a Number Line	20533	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	  Fractions on a Number Line	28129	ICSE>Class 7>Mathematics>Number System>Fractions	18608	ICSE
CBSE	  Fractions on a Number Line	20533	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Simplifying Fractions	6984	Cambridge>Primary Stage 6>Mathematics>Number>Fractions and Decimals	8209	Cambridge
CBSE	  Fractions on a Number Line	20533	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	fractions on  number line	5911	CCSS>CCSS Grade 6>Numbers Concepts>The Number System>Dividing fractions by fractions	341	CCSS
CBSE	  Fractions on a Number Line	20533	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Fractions	14934	English>Lower KS2 Year 3>Mathematics>Numbers>Number: Fractions	11944	English
CBSE	  Fractions on a Number Line	20533	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Fractions	43607	English>Test Grade>Mathematics>Test Unit>Number: Fractions	30301	English
CBSE	  Fractions on a Number Line	20533	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Simplifying Fractions	43610	English>Test Grade>Mathematics>Test Unit>Fractions	30301	English
CBSE	  Fractions on a Number Line	20533	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	 Equivalent fractions	28130	ICSE>Class 7>Mathematics>Number System>Fractions	18608	ICSE
CBSE	  Fractions on a Number Line	20533	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Representation of Rational Number as a Decimal 	28036	ICSE>Class 7>Mathematics>Number System>Introduction to Rational Numbers	18608	ICSE
CBSE	 Rational Numbers on a Number Line	20534	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	 Rational Numbers on a Number Line	28034	ICSE>Class 7>Mathematics>Number System>Introduction to Rational Numbers	18608	ICSE
CBSE	 Rational Numbers on a Number Line	20534	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	What is a Rational Number 	28033	ICSE>Class 7>Mathematics>Number System>Introduction to Rational Numbers	18608	ICSE
CBSE	 Rational Numbers on a Number Line	20534	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Operations on Rational Numbers 	28166	ICSE>Class 8>Mathematics>Number System>Rational Numbers	18704	ICSE
CBSE	 Rational Numbers on a Number Line	20534	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Rational numbers on a number line	5918	CCSS>CCSS Grade 6>Numbers Concepts>The Number System>Number system of rational numbers	341	CCSS
CBSE	Addition and Subtraction of Rational Numbers 	20535	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Multiplication and Division of Rational Numbers	28035	ICSE>Class 7>Mathematics>Number System>Introduction to Rational Numbers	18608	ICSE
CBSE	Addition and Subtraction of Rational Numbers 	20535	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	 Properties of rational numbers	28164	ICSE>Class 8>Mathematics>Number System>Rational Numbers	18704	ICSE
CBSE	Addition and Subtraction of Rational Numbers 	20535	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Addition and Subtraction of Rational Numbers 	28127	ICSE>Class 7>Mathematics>Number System>Introduction to Rational Numbers	18608	ICSE
CBSE	Multiplication and Division of Rational Numbers	20536	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Multiplication and Division of Rational Numbers	28035	ICSE>Class 7>Mathematics>Number System>Introduction to Rational Numbers	18608	ICSE
CBSE	Multiplication and Division of Rational Numbers	20536	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Operations on Rational Numbers 	28166	ICSE>Class 8>Mathematics>Number System>Rational Numbers	18704	ICSE
CBSE	nitrogen fixation and nitrogen cycle	20539	CBSE>Class 8>Science>1 Food>Crop Production	15605	Nitrogen fixation by lightning and bacteria	4748	Cambridge>IGCSE>Biology>19 Organisms and their environment>19.3 Nutrient cycles	2811	Cambridge
CBSE	nitrogen fixation and nitrogen cycle	20539	CBSE>Class 8>Science>1 Food>Crop Production	15605	nitrogen cycle nitrogenase complex and leghaemoglobin	30077	ICSE>Class 11>Biology>Plant Physiology>Mineral Nutrition	18706	ICSE
CBSE	nitrogen fixation and nitrogen cycle	20539	CBSE>Class 8>Science>1 Food>Crop Production	15605	Role of microorganisms in the nitrogen cycle	4753	Cambridge>IGCSE>Biology>19 Organisms and their environment>19.3 Nutrient cycles	2811	Cambridge
CBSE	nitrogen fixation and nitrogen cycle	20539	CBSE>Class 8>Science>1 Food>Crop Production	15605	biological nitrogen fixation	30076	ICSE>Class 11>Biology>Plant Physiology>Mineral Nutrition	18706	ICSE
CBSE	nitrogen fixation and nitrogen cycle	20539	CBSE>Class 8>Science>1 Food>Crop Production	15605	non symbiotic and symbiotic nitrogen fixation	30151	ICSE>Class 11>Biology>Plant Physiology>Mineral Nutrition	18706	ICSE
CBSE	nitrogen fixation and nitrogen cycle	20539	CBSE>Class 8>Science>1 Food>Crop Production	15605	Rhizobium, Azospirillum, Azolla, Anabaena and Nostoc nitrogen fixation	30152	ICSE>Class 11>Biology>Plant Physiology>Mineral Nutrition	18706	ICSE
CBSE	Microorganisms	20544	CBSE>Class 8>Science>1 Food>Microorganisms	15605	Microorganisms and diseases 	43507	Cambridge>Lower Secondary Stage 7>Biology>Cells>Cells and organisms	8109	Cambridge
CBSE	Microorganisms	20544	CBSE>Class 8>Science>1 Food>Microorganisms	15605	Microorganisms	12091	Scotland>Second Level>Sciences>Biological systems>Body systems and cells	9701	Scotland
CBSE	Representation of Rational Number as a Decimal 	20554	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Representation of Rational Number as a Decimal 	28036	ICSE>Class 7>Mathematics>Number System>Introduction to Rational Numbers	18608	ICSE
CBSE	Representation of Rational Number as a Decimal 	20554	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Rational numbers	6214	CCSS>CCSS Grade 8>Numbers Concepts>The Number System> Real Numbers	3425	CCSS
CBSE	 Fractions and decimals	20555	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Decimal Fractions	28040	ICSE>Class 7>Mathematics>Number System>Fractions	18608	ICSE
CBSE	 Fractions and decimals	20555	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	  Fractions on a Number Line	28129	ICSE>Class 7>Mathematics>Number System>Fractions	18608	ICSE
CBSE	 Fractions and decimals	20555	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Inter conversion of  fractions and decimal  fractions	25534	ICSE>Class 6>Mathematics>Number System>Fractions	18703	ICSE
CBSE	 Fractions and decimals	20555	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Decimal Fractions	37908	ICSE>Class 5>Mathematics>3 Fractions & Decimals >Decimals	25315	ICSE
CBSE	Fuel and its Efficiency	20556	CBSE>Class 8>Science>2 Materials>Combustion and Flame	15605	Calorific value of a fuel	28242	ICSE>Class 11>Chemistry>Chemical Thermodynamics>First Law of Thermodynamics and its Significance	18706	ICSE
CBSE	Multiplication and Division of Integers 	20611	CBSE>Class 7>Mathematics>1 Number System>Integers	1571	Multiplication and Division of Integers 	28125	ICSE>Class 7>Mathematics>Number System>Multiplication and Division of Integers	18608	ICSE
CBSE	Multiplicative inverse	20621	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Reciprocal  of a Fraction	28037	ICSE>Class 7>Mathematics>Number System>Fractions	18608	ICSE
CBSE	Division of Fractions 	20622	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Division of a fraction	5708	CCSS>CCSS Grade 5>Numbers Concepts>Number and Operations—Fractions>Multiply and divide fractions	3301	CCSS
CBSE	Division of Fractions 	20622	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Word Problems in Fractions 	28131	ICSE>Class 7>Mathematics>Number System>Fractions	18608	ICSE
CBSE	Division of Fractions 	20622	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Division of Fractions 	28039	ICSE>Class 7>Mathematics>Number System>Fractions	18608	ICSE
CBSE	Division of Fractions 	20622	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	 Fraction division	5813	CCSS>CCSS Grade 6>Numbers Concepts>The Number System>Dividing fractions by fractions	341	CCSS
CBSE	What is a Rational Number 	20623	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Rational numbers	25309	ICSE>Class 9>Mathematics>Pure Arithmetic>Rational and Irrational Numbers	18609	ICSE
CBSE	What is a Rational Number 	20623	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	What is a Rational Number 	28033	ICSE>Class 7>Mathematics>Number System>Introduction to Rational Numbers	18608	ICSE
CBSE	What is a Rational Number 	20623	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	 Rational Numbers	28069	ICSE>Class 8>Mathematics>Number System>Rational Numbers	18704	ICSE
CBSE	What is a Rational Number 	20623	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Rational numbers on a number line	5918	CCSS>CCSS Grade 6>Numbers Concepts>The Number System>Number system of rational numbers	341	CCSS
CBSE	 Multiplication of Fractions 	20624	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	 Multiplication of Fractions 	28038	ICSE>Class 7>Mathematics>Number System>Fractions	18608	ICSE
CBSE	 Multiplication of Fractions 	20624	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Use factors to multiply	6776	Cambridge>Primary Stage 5>Mathematics>Number>Calculation - Mental strategies	8107	Cambridge
CBSE	Word Problems Involving Mixed Fractions 	20625	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Division of a fraction	5708	CCSS>CCSS Grade 5>Numbers Concepts>Number and Operations—Fractions>Multiply and divide fractions	3301	CCSS
CBSE	Word Problems Involving Mixed Fractions 	20625	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Word Problems in Fractions 	28131	ICSE>Class 7>Mathematics>Number System>Fractions	18608	ICSE
CBSE	Hexa decimal 	20628	CBSE>Class 11>Computer Science>Encoding Schemes And Number System>Number system	6961	Convert Decimal to hexa-decimal	29002	ICSE>Class 11>Computer Science>Numbers>Representation of Numbers in Different Bases and Interconversion	18706	ICSE
CBSE	Chemical Properties of Metals and Non-Metals	20638	CBSE>Class 8>Science>2 Materials>Different kinds of materials and their reactions.	15605	names of products formed in chemical reactions oxides	33931	ICSE>Class 7>Chemistry>Language of Chemistry>Chemical Equations	18608	ICSE
CBSE	Chemical Properties of Metals and Non-Metals	20638	CBSE>Class 8>Science>2 Materials>Different kinds of materials and their reactions.	15605	Chemical properties of metals	4863	Cambridge>IGCSE>Chemistry>10 Metals>10.1 Properties of metals	2811	Cambridge
CBSE	Chemical Properties of Metals and Non-Metals	20638	CBSE>Class 8>Science>2 Materials>Different kinds of materials and their reactions.	15605	Properties of metals and non-metals	3836	English>KS3>Chemistry>The Periodic Table>Properties of metals and non-metals	1	English
CBSE	Chemical Properties of Metals and Non-Metals	20638	CBSE>Class 8>Science>2 Materials>Different kinds of materials and their reactions.	15605	Properties of metals and non metals	33834	ICSE>Class 7>Chemistry>Metals and Non-Metals>Metal and Non-Metals Properties	18608	ICSE
CBSE	Chemical Properties of Metals and Non-Metals	20638	CBSE>Class 8>Science>2 Materials>Different kinds of materials and their reactions.	15605	Reactivity of metals with oxygen, water and acids	14068	Cambridge>Lower Secondary Stage 9>Chemistry>Changes to Materials>Material changes	811	Cambridge
CBSE	Chemical Properties of Metals and Non-Metals	20638	CBSE>Class 8>Science>2 Materials>Different kinds of materials and their reactions.	15605	Chemical properties of metal and non-metal oxides with respect to acidity	3938	English>KS3>Chemistry>The Periodic Table>Chemical properties of metal and non-metal oxides with respect to acidity	1	English
CBSE	Uses of Metals and Nonmetals 	20639	CBSE>Class 8>Science>2 Materials>Different kinds of materials and their reactions.	15605	Differences between metals and non-metals	13930	Cambridge>Lower Secondary Stage 8>Chemistry>Physical properties of Materials>Material properties	8211	Cambridge
CBSE	Uses of Metals and Nonmetals 	20639	CBSE>Class 8>Science>2 Materials>Different kinds of materials and their reactions.	15605	classification of metals and non metals	33836	ICSE>Class 7>Chemistry>Metals and Non-Metals>Classification and Uses of Elements	18608	ICSE
CBSE	Respiration in Plants	20641	CBSE>Class 7>Science>3 The World of the Living>The Breath of Life	1571	Anaerobic respiration	3249	English>KS4>Biology>Cell biology>Aerobic and anaerobic respiration	301	English
CBSE	Respiration in Plants	20641	CBSE>Class 7>Science>3 The World of the Living>The Breath of Life	1571	Cellular respiration	6585	NGSS>NGSS Middle School>Life Sciences>Ecosystems: Interactions, Energy and Dynamics>Cycles of Matter & Energy Transfer	3508	NGSS
CBSE	Respiration in Plants	20641	CBSE>Class 7>Science>3 The World of the Living>The Breath of Life	1571	Process of Respiration in Plants	32239	ICSE>Class 7>Biology>Plant Life>Respiration	18608	ICSE
CBSE	Respiration in Plants	20641	CBSE>Class 7>Science>3 The World of the Living>The Breath of Life	1571	Comparing anaerobic and aerobic respiration	4517	Cambridge>IGCSE>Biology>12. Respiration>12.3 Anaerobic respiration	2811	Cambridge
CBSE	Word Problems based on Rational Numbers 	20653	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	nth term, number relationship	7022	Cambridge>Primary Stage 6>Mathematics>Problem solving>Using techniques and skills in solving problems	8209	Cambridge
CBSE	Word Problems based on Rational Numbers 	20653	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	word problems on rational numbers	5827	CCSS>CCSS Grade 7>Numbers Concepts>The Number System>Fractions and Rational Numbers	3316	CCSS
CBSE	Word Problems based on Rational Numbers 	20653	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Word Problems based on Rational Numbers 	28128	ICSE>Class 7>Mathematics>Number System>Introduction to Rational Numbers	18608	ICSE
CBSE	Word Problems based on Rational Numbers 	20653	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Word Problems on Rational Numbers	28167	ICSE>Class 8>Mathematics>Number System>Rational Numbers	18704	ICSE
CBSE	Word problems on Fractions and Decimals 	20658	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Word problems involving  addition and subtraction of decimals	25535	ICSE>Class 6>Mathematics>Number System>Fractions	18703	ICSE
CBSE	Word problems on Fractions and Decimals 	20658	CBSE>Class 7>Mathematics>1 Number System>Fractions and Rational Numbers	1571	Word Problems in Fractions 	28131	ICSE>Class 7>Mathematics>Number System>Fractions	18608	ICSE
CBSE	Introduction to Exponents using Natural Numbers	20659	CBSE>Class 7>Mathematics>1 Number System>Powers and Exponents	1571	Rules of exponents	25312	ICSE>Class 9>Mathematics>Algebra>Indices/Exponents	18609	ICSE
CBSE	Introduction to Exponents using Natural Numbers	20659	CBSE>Class 7>Mathematics>1 Number System>Powers and Exponents	1571	 Laws of Exponents Through Observing Patterns 	28133	ICSE>Class 7>Mathematics>Number System>Exponents	18608	ICSE
CBSE	Introduction to Exponents using Natural Numbers	20659	CBSE>Class 7>Mathematics>1 Number System>Powers and Exponents	1571	Laws of Exponents	28163	ICSE>Class 8>Mathematics>Number System>Exponents Powers	18704	ICSE
CBSE	Introduction to Exponents using Natural Numbers	20659	CBSE>Class 7>Mathematics>1 Number System>Powers and Exponents	1571	Introduction to Exponents using Natural Numbers	28132	ICSE>Class 7>Mathematics>Number System>Exponents	18608	ICSE
CBSE	 Laws of Exponents Through Observing Patterns 	20660	CBSE>Class 7>Mathematics>1 Number System>Powers and Exponents	1571	 Laws of Exponents Through Observing Patterns 	28133	ICSE>Class 7>Mathematics>Number System>Exponents	18608	ICSE
CBSE	 Laws of Exponents Through Observing Patterns 	20660	CBSE>Class 7>Mathematics>1 Number System>Powers and Exponents	1571	Properties of integer exponents	6438	CCSS>CCSS Grade 8>Algebra Concepts>Expressions and Equations>Radicals and integer exponents	3425	CCSS
CBSE	 Laws of Exponents Through Observing Patterns 	20660	CBSE>Class 7>Mathematics>1 Number System>Powers and Exponents	1571	Laws of Exponents	28163	ICSE>Class 8>Mathematics>Number System>Exponents Powers	18704	ICSE
CBSE	Algebraic Expressions	20701	CBSE>Class 7>Mathematics>2 Algebra>Algebraic Expressions	1571	Algebraic Expressions	28045	ICSE>Class 7>Mathematics>Algebra>Understanding Terms Related to Algebra	18608	ICSE
CBSE	Algebraic Expressions	20701	CBSE>Class 7>Mathematics>2 Algebra>Algebraic Expressions	1571	Translate into Algebraic Expressions	22913	Cambridge>Lower Secondary Stage 7>Mathematics>Algebra>Expressions, equations and formulae	8109	Cambridge
CBSE	Algebraic Expressions	20701	CBSE>Class 7>Mathematics>2 Algebra>Algebraic Expressions	1571	Algebraic Expressions	28174	ICSE>Class 8>Mathematics>Algebra>Algebraic Expressions	18704	ICSE
CBSE	Algebraic Expressions	20701	CBSE>Class 7>Mathematics>2 Algebra>Algebraic Expressions	1571	Creating algebraic expressions	41112	ICSE>Class 7>Mathematics>Algebra>Understanding Terms Related to Algebra	18608	ICSE
CBSE	Algebraic Expressions	20701	CBSE>Class 7>Mathematics>2 Algebra>Algebraic Expressions	1571	Simple algebraic expressions	7041	Cambridge>Lower Secondary Stage 7>Mathematics>Algebra>Expressions, equations and formulae	8109	Cambridge
CBSE	Contextual Problems in Linear Equations in One Variable	20706	CBSE>Class 7>Mathematics>2 Algebra>Algebraic Expressions	1571	Solving Linear Equation in One Variable	28080	ICSE>Class 8>Mathematics>Algebra>Solving linear equations	18704	ICSE
CBSE	Contextual Problems in Linear Equations in One Variable	20706	CBSE>Class 7>Mathematics>2 Algebra>Algebraic Expressions	1571	Solving Linear Equation in One Variable	28146	ICSE>Class 7>Mathematics>Algebra>Simple Linear Equations	18608	ICSE
CBSE	Contextual Problems in Linear Equations in One Variable	20706	CBSE>Class 7>Mathematics>2 Algebra>Algebraic Expressions	1571	Introduction to linear equations.	27589	ICSE>Class 6>Mathematics>Algebra>Introduction to Linear Equation 	18703	ICSE
CBSE	Contextual Problems in Linear Equations in One Variable	20706	CBSE>Class 7>Mathematics>2 Algebra>Algebraic Expressions	1571	Linear equations in two variables	14207	Cambridge>IGCSE>Mathematics>Algebra Concepts>Algebra	2811	Cambridge
CBSE	Ratio and Proportion	20707	CBSE>Class 7>Mathematics>3 Ratio and Proportion>Revisiting Ratio and Proportions	1571	Ratio and proportion	25826	ICSE>Class 10>Mathematics>Algebra>Ratio and Proportion	18705	ICSE
CBSE	Ratio and Proportion	20707	CBSE>Class 7>Mathematics>3 Ratio and Proportion>Revisiting Ratio and Proportions	1571	Ratio	27003	ICSE>Class 6>Mathematics>Ratio and Proportion>Ratio and Proportion	18703	ICSE
CBSE	Ratio and Proportion	20707	CBSE>Class 7>Mathematics>3 Ratio and Proportion>Revisiting Ratio and Proportions	1571	Proportion as equality of two ratios	27004	ICSE>Class 6>Mathematics>Ratio and Proportion>Ratio and Proportion	18703	ICSE
CBSE	Ratio and Proportion	20707	CBSE>Class 7>Mathematics>3 Ratio and Proportion>Revisiting Ratio and Proportions	1571	Ratio and Proportion	28140	ICSE>Class 7>Mathematics>Ratio and Proportion>Ratio and Proportion	18608	ICSE
CBSE	Ratio and Proportion	20707	CBSE>Class 7>Mathematics>3 Ratio and Proportion>Revisiting Ratio and Proportions	1571	Ratio and proportion	14113	Cambridge>IGCSE>Mathematics>Number Concepts>Number	2811	Cambridge
CBSE	Ratio and Proportion	20707	CBSE>Class 7>Mathematics>3 Ratio and Proportion>Revisiting Ratio and Proportions	1571	Ratio & Proportion	23908	Cambridge>Lower Secondary Stage 7>Mathematics>Number>Fractions, decimals, percentages, ratio and proportion	8109	Cambridge
CBSE	Ratio and Proportion	20707	CBSE>Class 7>Mathematics>3 Ratio and Proportion>Revisiting Ratio and Proportions	1571	Ratio and direct proportion	22703	Cambridge>Primary Stage 6>Mathematics>Number>Numbers and the number system	8209	Cambridge
CBSE	Adolescence And Puberty	20710	CBSE>Class 8>Science>3 The World of the Living>How Babies are Formed	15605	Adolescence and physical changes (puberty)	14030	Cambridge>Lower Secondary Stage 8>Biology>Humans>Humans as organisms	8211	Cambridge
CBSE	Adolescence And Puberty	20710	CBSE>Class 8>Science>3 The World of the Living>How Babies are Formed	15605	Adolescence and Puberty	34001	ICSE>Class 8>Biology>Human Body>Adolescence and Accompanying Changes	18704	ICSE
CBSE	Adolescence And Puberty	20710	CBSE>Class 8>Science>3 The World of the Living>How Babies are Formed	15605	Stress Management during Puberty	34002	ICSE>Class 8>Biology>Human Body>Adolescence and Accompanying Changes	18704	ICSE
CBSE	Fertilization and Development of Embryo	20711	CBSE>Class 8>Science>3 The World of the Living>How Babies are Formed	15605	gamete transfer in animals sexual reproduction	30586	ICSE>Class 12>Biology>Reproduction>Reproduction in Organisms	18707	ICSE
CBSE	Fertilization and Development of Embryo	20711	CBSE>Class 8>Science>3 The World of the Living>How Babies are Formed	15605	 Fertilisation in sexual reproduction 	4485	Cambridge>IGCSE>Biology>16 Reproduction>16.2 Sexual reproduction	2811	Cambridge
CBSE	Fertilization and Development of Embryo	20711	CBSE>Class 8>Science>3 The World of the Living>How Babies are Formed	15605	The process of fusion of male and female gametes is called fertilization	4573	Cambridge>IGCSE>Biology>16 Reproduction>16.4 Sexual reproduction in humans	2811	Cambridge
CBSE	Fertilization and Development of Embryo	20711	CBSE>Class 8>Science>3 The World of the Living>How Babies are Formed	15605	In Vitro Fertilisation (IVF)	4591	Cambridge>IGCSE>Biology>16 Reproduction>16.6 Methods of birth control in humans	2811	Cambridge
CBSE	Fertilization and Development of Embryo	20711	CBSE>Class 8>Science>3 The World of the Living>How Babies are Formed	15605	Gamete Formation and Fertilization in Humans	21504	English>KS3>Biology>Structure and function of living organisms>Reproduction In Humans	1	English
CBSE	Fertilization and Development of Embryo	20711	CBSE>Class 8>Science>3 The World of the Living>How Babies are Formed	15605	Events during fertilisation 	30708	ICSE>Class 12>Biology>Reproduction>Human Reproduction	18707	ICSE
CBSE	Fertilization and Development of Embryo	20711	CBSE>Class 8>Science>3 The World of the Living>How Babies are Formed	15605	Fertilized egg	7108	NGSS>NGSS High School>Life Sciences>Inheritance and Variation of Traits>Growth and Development 	3539	NGSS
CBSE	Fertilization and Development of Embryo	20711	CBSE>Class 8>Science>3 The World of the Living>How Babies are Formed	15605	internal fertilisation	30602	ICSE>Class 12>Biology>Reproduction>Reproduction in Organisms	18707	ICSE
CBSE	What is Force?	20715	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Idea of Force	15605	 Force can Change the State of Motion	30109	ICSE>Class 6>Physics>Force>Force and its Effects	18703	ICSE
CBSE	Effects of Force	20716	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Idea of Force	15605	 Force can Change the State of Motion	30109	ICSE>Class 6>Physics>Force>Force and its Effects	18703	ICSE
CBSE	Effects of Force	20716	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Idea of Force	15605	forces equlibrium	32608	ICSE>Class 10>Physics>Force, Work, Power and Energy>Force Concept	18705	ICSE
CBSE	Effects of Force	20716	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Idea of Force	15605	Balanced and unbalanced forces 	14827	English>KS3>Physics>Motion and forces>Forces	1	English
CBSE	Uniform and Non-uniform Motion	20721	CBSE>Class 7>Science>4 Moving Things, People and Ideas>Moving Objects	1571	Types of Motion	28956	ICSE>Class 7>Physics>Force and Pressure: Motion>Introduction to Motion	18608	ICSE
CBSE	Uniform and Non-uniform Motion	20721	CBSE>Class 7>Science>4 Moving Things, People and Ideas>Moving Objects	1571	Speed - Average Speed 	28887	ICSE>Class 7>Physics>Force and Pressure: Motion>Uniform vs Non-Uniform Motion	18608	ICSE
CBSE	Types of Friction	20724	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Friction	15605	Types – Rolling, Sliding and Static	30034	ICSE>Class 6>Physics>Force>Force of Friction	18703	ICSE
CBSE	Types of Friction	20724	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Friction	15605	Laws of Static Friction	39330	ICSE>Class 11>Physics>Laws of Motion>Friction	18706	ICSE
CBSE	Types of Friction	20724	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Friction	15605	Types of Friction and laws of friction	33355	ICSE>Class 11>Physics>Laws of Motion>Newton's First Law of Motion	18706	ICSE
CBSE	Types of Friction	20724	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Friction	15605	Types of Friction	40039	ICSE>Class 4>Science>Friction As Force >Friction : Uses & How To Reduce Friction	25314	ICSE
CBSE	Types of Friction	20724	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Friction	15605	Types of Friction and laws of friction	40157	ICSE>Class 11>Physics>Laws of Motion>Friction	18706	ICSE
CBSE	Types of Friction	20724	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Friction	15605	Types of friction	11934	Scotland>Second Level>Sciences>Forces, electricity and waves>Forces	9701	Scotland
CBSE	Application of Percentages in Profit and Loss	20728	CBSE>Class 7>Mathematics>3 Ratio and Proportion>Introduction to Pecentages	1571	Application of Percentages in Profit and Loss	28042	ICSE>Class 7>Mathematics>Ratio and Proportion>Understanding Profit and Loss	18608	ICSE
CBSE	Application of Percentages in Profit and Loss	20728	CBSE>Class 7>Mathematics>3 Ratio and Proportion>Introduction to Pecentages	1571	Profit percent and loss percent	28077	ICSE>Class 8>Mathematics>Ratio and Proportion>Advanced Applications	18704	ICSE
CBSE	 Vertically Opposite Angles are Equal	20731	CBSE>Class 7>Mathematics>4 Geometry>Understanding Shapes:	1571	 Vertically Opposite Angles are Equal	28148	ICSE>Class 7>Mathematics>Geometry>Understanding shapes:	18608	ICSE
CBSE	Angles of parallel lines	20732	CBSE>Class 7>Mathematics>4 Geometry>Understanding Shapes:	1571	 Parallel Lines 	28049	ICSE>Class 7>Mathematics>Geometry>Understanding shapes:	18608	ICSE
CBSE	Angles of parallel lines	20732	CBSE>Class 7>Mathematics>4 Geometry>Understanding Shapes:	1571	Angles made by a Transversal	23524	Cambridge>Lower Secondary Stage 7>Mathematics>Algebra>Shapes and geometric reasoning	8109	Cambridge
CBSE	Propagation of sound	20734	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Sound	15605	sound energy	32731	ICSE>Class 10>Physics>Force, Work, Power and Energy>Different Types of Energy	18705	ICSE
CBSE	Propagation of sound	20734	CBSE>Class 8>Science>4 Moving Things, People and Ideas>Sound	15605	 Propagation of Sound As a Wave Motion	34176	ICSE>Class 11>Physics>Oscillations and Waves>Propagation of Sound as Wave Motion	18706	ICSE
